Number of Bus,Name of Bus,ID,Status,Gen MW,Gen Mvar,Min MW,Max MW,AGC,# Cost Curve Points,IOB,IOC,Variable O&M,Fuel Cost,IOD,AVR,RegBus Num,Fuel Type,Set Volt,Min Mvar,Max Mvar,Enforce MW Limits,Part. Factor,Cost Model
250354,TRINIDAD 5 3,1,Closed,151.21,-2.35,76.72,235,YES,5,14.63,0.0019,4,3.37,0,YES,250354,NG (Natural Gas),1.04,-65.48,119.61,YES,235,Piecewise Linear
250358,TATUM 4 2,1,Closed,690.1,69.28,386.3,800,YES,5,8.84,0.0026,3,1.6,0,YES,250357,LIG (Lignite Coal),1.039,-207.1,372.8,YES,800,Piecewise Linear
250359,TATUM 4 3,1,Closed,694.41,69.28,132.07,805,YES,5,9.93,0.0014,3,1.6,0,YES,250357,LIG (Lignite Coal),1.039,-204.88,375.13,YES,805,Piecewise Linear
250360,TATUM 4 4,1,Closed,694.41,69.28,353.64,805,YES,5,8.59,0.0027,3,1.6,0,YES,250357,LIG (Lignite Coal),1.039,-257.33,375.13,YES,805,Piecewise Linear
250362,LONG BRANCH 3 2,1,Open,0,0,110.76,402,YES,5,7.34,0.0001,4.5,3.153,0,YES,250361,NG (Natural Gas),1.04,-123.65,204.62,YES,402,Piecewise Linear
250363,LONG BRANCH 3 3,1,Closed,126.81,1.1,19.66,147,YES,5,7.28,0.0007,4.5,3.287,0,YES,250363,NG (Natural Gas),1.04,-38.38,74.82,YES,147,Piecewise Linear
250364,LONG BRANCH 3 4,1,Closed,111.53,1.06,43.12,149,YES,5,7.11,0.0018,4.5,3.137,0,YES,250364,NG (Natural Gas),1.04,-41.76,75.84,YES,149,Piecewise Linear
250365,LONG BRANCH 3 5,1,Closed,126.81,0.67,23.87,147,YES,5,7.28,0.0007,4.5,3.114,0,YES,250365,NG (Natural Gas),1.04,-46.65,74.82,YES,147,Piecewise Linear
250367,FAIRFIELD 5 2,1,Closed,152.68,0.08,67.63,177,YES,5,7.2,0.0003,4.5,3.18,0,YES,250366,NG (Natural Gas),1.041,-52.33,90.09,YES,177,Piecewise Linear
250368,FAIRFIELD 5 3,1,Closed,78.45,0.08,23.93,172,YES,5,6.74,0.003,4.5,3.36,0,YES,250366,NG (Natural Gas),1.041,-44.62,87.55,YES,172,Piecewise Linear
250369,FAIRFIELD 5 4,1,Closed,104.15,0.08,55.65,153,YES,5,6.93,0.0021,4.5,3.289,0,YES,250366,NG (Natural Gas),1.041,-43.98,77.88,YES,153,Piecewise Linear
250370,FAIRFIELD 5 5,1,Closed,82.92,-6.18,34.42,153,YES,5,7.07,0.0012,4.5,3.386,0,YES,250370,NG (Natural Gas),1.04,-40.14,77.88,YES,153,Piecewise Linear
250371,FAIRFIELD 5 6,1,Closed,128.53,-4.85,42.74,149,YES,5,7.02,0.0016,4.5,3.026,0,YES,250371,NG (Natural Gas),1.04,-43.54,75.84,YES,149,Piecewise Linear
250372,FAIRFIELD 5 7,1,Closed,91.58,0.08,44.35,149,YES,5,7.05,0.0014,4.5,3.088,0,YES,250366,NG (Natural Gas),1.041,-41.83,75.84,YES,149,Piecewise Linear
250374,SACUL 2 2,1,Closed,69.19,0.38,37.49,100,YES,5,15.67,0.001,4.2,2.15,0,YES,250374,WDS (Wood/Wood Waste Solids),1.04,-27.97,43.89,YES,100,Piecewise Linear
250376,BLOSSOM 5 2,1,Closed,8.63,-3.18,4.32,10,YES,5,3.85,0.005,0,1,0,YES,250376,SUN (Solar),1.04,-3.18,3.33,YES,10,Piecewise Linear
260208,VENUS 3 3,1,Closed,179.54,-2.02,97.12,260,YES,5,7.13,0.0023,4.5,3.338,0,YES,260206,NG (Natural Gas),1.037,-87.91,132.34,YES,260,Piecewise Linear
260209,VENUS 3 4,1,Closed,169.52,21.31,87.1,260,YES,5,7.25,0.0021,4.5,3.388,0,YES,260209,NG (Natural Gas),1.04,-80,132.34,YES,260,Piecewise Linear
260210,VENUS 3 5,1,Closed,224.28,-2.02,32.94,260,YES,5,7.35,0.0022,4.5,3.22,0,YES,260206,NG (Natural Gas),1.037,-80.78,132.34,YES,260,Piecewise Linear
260211,VENUS 3 6,1,Closed,223.42,-2.02,42.47,259,YES,5,6.99,0.0024,4.5,3.183,0,YES,260206,NG (Natural Gas),1.037,-73.95,131.83,YES,259,Piecewise Linear
260212,VENUS 3 7,1,Closed,226.18,-2.02,137.74,279,YES,5,7.16,0.0017,4.5,3.326,0,YES,260206,NG (Natural Gas),1.037,-97.57,142.01,YES,279,Piecewise Linear
260213,VENUS 3 8,1,Closed,124.61,-2.02,34.59,284,YES,5,7.33,0.001,4.5,3.343,0,YES,260206,NG (Natural Gas),1.037,-84.31,144.56,YES,284,Piecewise Linear
270207,SEGUIN 10 2,1,Closed,256.14,9.91,40.93,323,YES,5,6.95,0.0013,4.5,3.027,0,YES,270206,NG (Natural Gas),1.038,-83.08,164.41,YES,323,Piecewise Linear
270208,SEGUIN 10 3,1,Closed,79.35,6.08,27.05,165,YES,5,7.09,0.0017,4.5,3.331,0,YES,270208,NG (Natural Gas),1.04,-53.1,83.99,YES,165,Piecewise Linear
270209,SEGUIN 10 4,1,Closed,132.84,9.91,76.03,154,YES,5,7.17,0.0013,4.5,3.053,0,YES,270206,NG (Natural Gas),1.038,-46.72,78.39,YES,154,Piecewise Linear
270210,SEGUIN 10 5,1,Closed,132.84,7.75,18.76,154,YES,5,6.94,0.0028,4.5,2.946,0,YES,270210,NG (Natural Gas),1.04,-47.38,78.39,YES,154,Piecewise Linear
270212,SAN MARCOS 7 2,1,Closed,138.74,35.61,72.17,210,YES,5,7.09,0.0014,4.5,3.621,0,YES,270211,NG (Natural Gas),1.037,-64.53,106.89,YES,210,Piecewise Linear
270213,SAN MARCOS 7 3,1,Open,0,0,88.69,213,YES,5,7.46,0.0002,4.5,3.124,0,YES,270211,NG (Natural Gas),1.037,-70.72,108.42,YES,213,Piecewise Linear
270214,SAN MARCOS 7 4,1,Closed,181.15,35.61,53.11,210,YES,5,7.13,0.0016,4.5,2.963,0,YES,270211,NG (Natural Gas),1.037,-72.95,106.89,YES,210,Piecewise Linear
270215,SAN MARCOS 7 5,1,Closed,98.76,35.61,31.88,211,YES,5,7.5,0.001,4.5,3.309,0,YES,270211,NG (Natural Gas),1.037,-66.46,107.4,YES,211,Piecewise Linear
270217,MARION 2 2,1,Closed,132.95,14.48,70.5,197,YES,5,7.96,0.0007,4.5,3.453,0,YES,270217,NG (Natural Gas),1.04,-54.91,100.27,YES,197,Piecewise Linear
270218,MARION 2 3,1,Closed,169.94,32.11,77.32,197,YES,5,7.7,0.002,4.5,3.21,0,YES,270218,NG (Natural Gas),1.04,-59.84,100.27,YES,197,Piecewise Linear
270219,MARION 2 4,1,Closed,127.67,12.43,32.29,148,YES,5,7.66,0.0029,4.5,2.994,0,YES,270216,NG (Natural Gas),1.036,-46.93,75.33,YES,148,Piecewise Linear
270220,MARION 2 5,1,Closed,114.12,12.43,67.21,148,YES,5,8.06,0.0002,4.5,3.294,0,YES,270216,NG (Natural Gas),1.036,-50.2,75.33,YES,148,Piecewise Linear
270221,MARION 2 6,1,Closed,127.67,12.43,39.46,148,YES,5,7.97,0.0008,4.5,3.199,0,YES,270216,NG (Natural Gas),1.036,-51.45,75.33,YES,148,Piecewise Linear
270222,MARION 2 7,1,Closed,66.92,11.84,20.01,148,YES,5,7.69,0.0027,4.5,3.531,0,YES,270222,NG (Natural Gas),1.04,-50.71,75.33,YES,148,Piecewise Linear
